eco,name,eco_group,moves,is_tracked_core,is_long_tail,model_tier,data_status
E76,King's Indian Defense: Four Pawns Attack,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f4",True,False,1,ok
E77,King's Indian Defense: Four Pawns Attack,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f1e2,e8g8,f2f4",False,False,3,missing
E78,"King's Indian Defense: Four Pawns Attack, Fluid Attack",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f4,e8g8,g1f3,c7c5,f1e2",False,False,3,missing
E79,"King's Indian Defense: Four Pawns Attack, Exchange Variation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f4,e8g8,g1f3,c7c5,f1e2,c5d4,f3d4,b8c6,c1e3",False,False,3,missing
E80,King's Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3",True,False,1,ok
E81,King's Indian Defense: Steiner Attack,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1g5",False,True,2,ok
E82,"King's Indian Defense: Sämisch Variation, Double Fianchetto",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,b7b6",False,False,3,missing
E83,"King's Indian Defense: Sämisch Variation, Panno Formation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,b8c6,g1e2,a7a6",False,False,3,missing
E84,"King's Indian Defense: Sämisch Variation, Panno Main Line",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,b8c6,g1e2,a7a6,d1d2,a8b8",False,False,3,missing
E85,"King's Indian Defense: Sämisch Variation, Orthodox Variation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5",True,False,1,ok
E86,King's Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5,g1e2,c7c6",False,False,3,missing
E87,"King's Indian Defense: Sämisch Variation, Bronstein Defense",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5,d4d5,f6h5,d1d2,d8h4,g2g3,h5g3,d2f2,g3f1,f2h4,f1e3,e1e2",False,False,3,missing
E88,"King's Indian Defense: Sämisch Variation, Closed Variation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5,d4d5,c7c6",False,False,3,missing
E89,"King's Indian Defense: Sämisch Variation, Closed Variation, Main Line",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5,g1e2,c7c6,d4d5,c6d5",False,False,3,missing
E90,King's Indian Defense: Larsen Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,c1e3",False,True,2,ok
E91,King's Indian Defense: Kazakh Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,b8a6",False,True,2,ok
E92,King's Indian Defense: Exchange Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,d4e5",False,True,2,ok
E93,"King's Indian Defense: Petrosian Variation, Keres Defense",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,d4d5,b8d7,c1g5,h7h6,g5h4,g6g5,h4g3,f6h5,h2h4",False,False,3,missing
E94,King's Indian Defense: Orthodox Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,e1g1",True,False,1,ok
E95,King's Indian Defense: Orthodox Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,e1g1,b8d7,f1e1",False,False,3,missing
E96,"King's Indian Defense: Orthodox Variation, Positional Defense, Main Line",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,e1g1,b8d7,f1e1,c7c6,e2f1,a7a5",False,False,3,missing
E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,e1g1,b8c6",True,False,1,ok
E98,"King's Indian Defense: Orthodox Variation, Classical System",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,e1g1,b8c6,d4d5,c6e7,f3e1",True,False,1,ok
E99,"King's Indian Defense: Orthodox Variation, Classical System, Benko Attack",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g1f3,e8g8,f1e2,e7e5,e1g1,b8c6,d4d5,c6e7,f3e1,f6d7,f2f3,f7f5,g2g4",False,False,3,missing
